gender,age,education,hours_per_week,native_country,loan_approved
male,24,HS-grad,50,United-States,rejected
male,41,Bachelors,60,United-States,approved
male,43,Bachelors,40,United-States,rejected
male,23,Bachelors,40,United-States,rejected
female,40,HS-grad,40,United-States,rejected
male,68,9th,20,United-States,rejected
male,31,HS-grad,40,United-States,rejected
female,26,HS-grad,40,United-States,rejected
female,58,HS-grad,40,United-States,rejected
male,39,9th,43,Mexico,rejected
male,46,Some-college,40,United-States,approved
female,17,12th,20,United-States,rejected
female,39,Bachelors,50,Germany,approved
male,45,Assoc-acdm,40,United-States,rejected
male,43,Masters,40,United-States,approved
male,61,HS-grad,30,United-States,rejected
female,43,Assoc-acdm,40,United-States,rejected
male,29,Assoc-voc,45,United-States,rejected
male,27,9th,40,United-States,rejected
female,20,Some-college,25,United-States,rejected
female,49,HS-grad,40,United-States,rejected
male,55,HS-grad,45,United-States,rejected
male,36,9th,40,United-States,rejected
male,66,HS-grad,10,United-States,rejected
male,43,HS-grad,45,United-States,rejected
male,33,HS-grad,60,United-States,rejected
male,24,5th-6th,40,Mexico,rejected
male,28,Bachelors,45,United-States,rejected
male,28,11th,50,United-States,approved
female,65,Doctorate,40,United-States,rejected
male,25,9th,45,United-States,rejected
male,65,Bachelors,40,England,approved
male,65,HS-grad,20,United-States,rejected
male,27,12th,50,United-States,rejected
male,24,HS-grad,40,United-States,rejected
male,25,HS-grad,40,United-States,rejected
female,43,Masters,50,South,rejected
male,42,Some-college,28,United-States,rejected
male,49,Some-college,40,United-States,rejected
female,21,Some-college,20,United-States,rejected
male,55,HS-grad,40,United-States,rejected
male,28,Some-college,40,Honduras,rejected
male,43,Bachelors,40,United-States,approved
male,51,Bachelors,45,United-States,rejected
male,34,HS-grad,40,Puerto-Rico,rejected
male,36,HS-grad,40,United-States,rejected
male,58,Some-college,40,United-States,approved
male,32,HS-grad,40,United-States,rejected
male,59,Masters,40,United-States,approved
female,28,Assoc-acdm,40,United-States,rejected
male,55,10th,50,United-States,rejected
female,27,Bachelors,40,Cuba,approved
male,29,Assoc-acdm,40,United-States,rejected
female,40,Some-college,35,United-States,approved
male,24,HS-grad,40,United-States,rejected
female,18,HS-grad,16,United-States,rejected
female,62,HS-grad,48,United-States,rejected
female,49,HS-grad,40,United-States,rejected
male,45,HS-grad,40,United-States,rejected
male,38,Bachelors,40,United-States,approved
male,39,Masters,60,United-States,rejected
female,26,HS-grad,40,United-States,approved
female,35,HS-grad,45,United-States,rejected
male,17,11th,10,United-States,rejected
male,48,Masters,40,United-States,approved
female,57,HS-grad,40,United-States,rejected
female,20,Some-college,50,United-States,rejected
male,37,Bachelors,50,United-States,approved
male,29,HS-grad,20,United-States,rejected
male,30,HS-grad,40,United-States,approved
male,23,Bachelors,40,United-States,rejected
male,30,HS-grad,50,United-States,approved
male,55,HS-grad,55,United-States,rejected
male,40,Bachelors,40,United-States,approved
male,28,Some-college,40,Haiti,rejected
male,23,Some-college,40,United-States,rejected
female,35,HS-grad,50,United-States,rejected
female,34,Assoc-acdm,36,United-States,rejected
male,32,Some-college,40,United-States,approved
male,21,Bachelors,20,United-States,rejected
male,36,HS-grad,50,United-States,approved
female,35,Some-college,25,United-States,rejected
male,19,Some-college,20,England,rejected
male,32,Bachelors,40,United-States,approved
female,23,Bachelors,45,United-States,rejected
male,20,Some-college,20,United-States,rejected
female,50,HS-grad,40,United-States,rejected
male,19,HS-grad,16,United-States,rejected
male,31,Some-college,35,United-States,approved
female,21,Assoc-acdm,20,United-States,rejected
male,20,Some-college,30,United-States,rejected
female,33,Some-college,40,United-States,approved
male,35,Some-college,60,United-States,approved
female,44,HS-grad,38,United-States,rejected
male,65,Masters,50,United-States,approved
male,33,Bachelors,20,United-States,rejected
male,28,Some-college,40,El-Salvador,rejected
male,65,Masters,28,United-States,rejected
male,31,Some-college,40,United-States,approved
male,35,HS-grad,99,United-States,rejected
male,28,HS-grad,40,United-States,rejected
male,37,Doctorate,60,United-States,rejected
male,29,Assoc-voc,40,United-States,approved
female,27,Assoc-voc,36,United-States,rejected
male,30,11th,40,United-States,rejected
female,20,Some-college,24,United-States,rejected
male,42,HS-grad,60,Italy,approved
male,43,Masters,40,United-States,approved
female,22,HS-grad,35,United-States,rejected
male,55,10th,35,United-States,rejected
female,34,HS-grad,40,United-States,rejected
male,21,Assoc-acdm,35,United-States,rejected
male,41,HS-grad,60,United-States,rejected
female,60,HS-grad,38,United-States,rejected
male,25,Assoc-acdm,45,United-States,rejected
male,32,HS-grad,40,United-States,approved
female,37,Bachelors,40,United-States,rejected
female,26,Some-college,35,United-States,rejected
female,18,Some-college,20,United-States,rejected
male,46,HS-grad,35,Guatemala,rejected
male,46,Some-college,40,United-States,approved
male,18,7th-8th,40,United-States,rejected
male,40,Some-college,52,United-States,rejected
male,55,10th,29,United-States,rejected
male,33,Bachelors,60,United-States,rejected
male,43,HS-grad,68,United-States,approved
male,39,10th,40,United-States,rejected
male,46,Assoc-voc,60,United-States,rejected
female,49,Some-college,20,United-States,rejected
male,44,Some-college,40,United-States,approved
male,24,Some-college,40,Italy,rejected
male,26,Some-college,20,United-States,rejected
male,40,Some-college,40,United-States,approved
female,25,Some-college,40,United-States,rejected
male,46,Prof-school,40,United-States,approved
male,39,Some-college,45,United-States,approved
male,22,1st-4th,40,Guatemala,rejected
female,43,HS-grad,44,United-States,rejected
female,29,Prof-school,55,United-States,rejected
male,59,HS-grad,38,United-States,approved
male,24,Some-college,30,United-States,approved
male,31,Assoc-voc,42,United-States,rejected
male,38,Bachelors,50,United-States,approved
male,20,Some-college,40,United-States,rejected
male,75,HS-grad,20,United-States,rejected
male,41,Assoc-acdm,20,United-States,rejected
male,37,Masters,50,United-States,rejected
male,61,1st-4th,40,Mexico,rejected
female,44,Bachelors,45,United-States,rejected
male,53,Assoc-acdm,80,United-States,approved
male,53,Bachelors,30,United-States,rejected
female,21,Assoc-acdm,8,United-States,rejected
male,51,Prof-school,80,United-States,approved
female,34,Some-college,40,United-States,rejected
male,39,Bachelors,40,United-States,rejected
male,33,5th-6th,59,Mexico,rejected
male,27,HS-grad,50,United-States,rejected
male,65,HS-grad,65,United-States,rejected
male,24,Some-college,40,United-States,rejected
female,44,Bachelors,40,United-States,rejected
male,50,7th-8th,40,United-States,rejected
male,26,Some-college,75,United-States,rejected
male,30,Some-college,40,United-States,rejected
male,45,Bachelors,40,Japan,approved
male,27,10th,60,United-States,rejected
male,48,Bachelors,40,United-States,approved
male,21,HS-grad,30,United-States,rejected
male,26,HS-grad,50,United-States,approved
male,21,HS-grad,60,United-States,rejected
female,41,HS-grad,40,United-States,rejected
female,47,HS-grad,35,United-States,rejected
female,47,Some-college,45,United-States,rejected
male,31,Bachelors,60,United-States,approved
female,52,Some-college,40,United-States,approved
female,42,Assoc-voc,40,United-States,rejected
male,61,HS-grad,40,United-States,rejected
female,40,Assoc-acdm,32,United-States,rejected
female,44,Some-college,25,United-States,rejected
male,30,Bachelors,40,United-States,approved
male,58,HS-grad,45,United-States,rejected
female,19,Some-college,20,United-States,rejected
female,42,Assoc-acdm,40,United-States,rejected
female,54,Doctorate,40,United-States,approved
male,24,HS-grad,40,United-States,rejected
male,62,7th-8th,40,United-States,rejected
male,20,HS-grad,45,United-States,rejected
male,37,HS-grad,40,United-States,rejected
male,37,Masters,48,United-States,rejected
female,32,Some-college,40,United-States,rejected
female,40,HS-grad,32,United-States,rejected
female,26,10th,40,United-States,rejected
male,30,HS-grad,50,United-States,rejected
female,24,Assoc-voc,40,United-States,rejected
male,40,Bachelors,40,United-States,approved
male,55,HS-grad,40,United-States,rejected
female,37,Some-college,40,United-States,rejected
female,58,HS-grad,35,United-States,rejected
female,18,11th,25,United-States,rejected
male,27,Bachelors,50,United-States,rejected
male,22,Assoc-voc,30,United-States,rejected
female,26,Some-college,45,United-States,rejected
female,21,Some-college,30,United-States,rejected
male,24,11th,39,United-States,rejected
male,53,Bachelors,50,India,approved
male,35,HS-grad,40,United-States,rejected
male,18,Some-college,20,United-States,rejected
female,26,Some-college,40,United-States,rejected
male,33,HS-grad,20,United-States,rejected
male,31,Some-college,55,United-States,rejected
male,56,HS-grad,42,United-States,rejected
female,53,Some-college,30,United-States,rejected
female,39,HS-grad,45,United-States,rejected
male,54,10th,45,United-States,approved
male,59,Masters,60,United-States,rejected
male,40,Masters,50,United-States,approved
male,37,HS-grad,40,United-States,approved
male,37,HS-grad,45,United-States,approved
female,50,HS-grad,30,United-States,approved
female,18,11th,20,United-States,rejected
female,23,Some-college,40,United-States,rejected
male,45,Masters,40,United-States,rejected
male,31,Bachelors,25,United-States,rejected
male,20,11th,15,United-States,rejected
male,58,Some-college,40,United-States,approved
male,30,HS-grad,40,United-States,rejected
female,43,Some-college,40,United-States,rejected
male,56,HS-grad,40,United-States,rejected
male,61,10th,40,United-States,rejected
female,41,HS-grad,40,United-States,rejected
female,30,Masters,20,United-States,rejected
male,32,HS-grad,45,United-States,rejected
male,47,HS-grad,40,United-States,rejected
female,41,Masters,35,United-States,rejected
male,25,Some-college,40,United-States,rejected
male,31,HS-grad,40,United-States,approved
female,27,Assoc-acdm,40,United-States,rejected
male,38,Some-college,60,Japan,rejected
male,28,HS-grad,45,United-States,rejected
male,31,Some-college,40,United-States,rejected
male,34,Assoc-voc,50,United-States,rejected
male,20,HS-grad,40,United-States,rejected
female,17,12th,6,United-States,rejected
male,49,HS-grad,40,United-States,approved
male,42,HS-grad,40,United-States,approved
male,63,HS-grad,12,United-States,rejected
female,28,HS-grad,20,United-States,rejected
male,29,Some-college,40,United-States,rejected
female,28,HS-grad,40,United-States,rejected
male,49,Some-college,45,United-States,approved
female,46,Some-college,40,United-States,rejected
male,55,HS-grad,40,United-States,approved
female,20,Some-college,25,United-States,rejected
female,18,HS-grad,20,United-States,rejected
male,27,Some-college,50,United-States,approved
female,33,Bachelors,40,United-States,rejected
male,44,Doctorate,40,Japan,approved
female,74,Bachelors,8,United-States,rejected
male,32,Bachelors,45,United-States,rejected
male,26,HS-grad,48,United-States,rejected
male,21,HS-grad,40,United-States,rejected
female,61,HS-grad,35,Puerto-Rico,rejected
female,24,Bachelors,40,United-States,rejected
male,50,Masters,40,United-States,approved
male,57,Some-college,40,United-States,approved
male,35,Masters,60,United-States,approved
male,25,Some-college,25,United-States,rejected
female,34,HS-grad,30,United-States,rejected
female,45,HS-grad,40,United-States,rejected
male,43,Some-college,50,United-States,rejected
male,37,Assoc-voc,40,United-States,rejected
male,27,HS-grad,40,United-States,rejected
female,18,Some-college,40,United-States,rejected
male,24,7th-8th,40,Mexico,rejected
male,22,Assoc-voc,40,South,rejected
male,24,7th-8th,50,United-States,rejected
male,33,7th-8th,40,Mexico,rejected
male,51,HS-grad,40,United-States,rejected
male,43,Bachelors,40,United-States,approved
male,49,Some-college,80,United-States,approved
female,53,HS-grad,40,United-States,rejected
male,51,Bachelors,60,United-States,approved
male,33,HS-grad,40,United-States,rejected
male,63,Bachelors,20,United-States,rejected
male,34,HS-grad,35,United-States,rejected
female,25,Assoc-voc,15,United-States,rejected
male,31,HS-grad,40,United-States,approved
male,63,HS-grad,20,United-States,rejected
male,39,Masters,40,United-States,rejected
male,25,HS-grad,35,United-States,rejected
male,48,10th,30,United-States,rejected
male,38,Some-college,40,United-States,approved
female,40,HS-grad,20,United-States,approved
female,33,Masters,50,United-States,rejected
male,30,Masters,45,United-States,approved
male,50,Some-college,70,United-States,rejected
male,27,Assoc-acdm,52,United-States,rejected
male,46,Bachelors,40,United-States,approved
female,61,Some-college,43,United-States,rejected
male,17,11th,35,United-States,rejected
male,30,HS-grad,40,United-States,rejected
female,26,Bachelors,55,United-States,rejected
male,49,HS-grad,40,United-States,rejected
female,31,Some-college,40,United-States,rejected
male,50,HS-grad,40,United-States,approved
male,56,Prof-school,45,United-States,approved
female,31,HS-grad,60,Jamaica,rejected
female,52,9th,30,China,rejected
male,53,HS-grad,40,United-States,rejected
male,38,HS-grad,44,United-States,rejected
male,36,Some-college,55,United-States,approved
male,52,1st-4th,56,Mexico,approved
male,31,9th,48,United-States,rejected
male,39,Masters,50,United-States,approved
female,80,HS-grad,32,United-States,rejected
female,30,HS-grad,40,United-States,rejected
female,67,HS-grad,20,United-States,rejected
male,52,HS-grad,20,Mexico,rejected
female,40,Masters,40,United-States,rejected
female,22,Bachelors,35,United-States,rejected
male,72,HS-grad,10,United-States,rejected
female,18,HS-grad,25,United-States,rejected
female,32,Some-college,35,United-States,rejected
male,28,10th,40,United-States,rejected
female,31,HS-grad,40,United-States,rejected
male,50,Prof-school,50,United-States,approved
female,45,HS-grad,40,United-States,rejected
male,44,Some-college,50,United-States,approved
male,49,11th,40,United-States,rejected
female,29,Assoc-acdm,50,United-States,rejected
male,44,1st-4th,10,United-States,rejected
male,47,HS-grad,48,United-States,rejected
female,27,10th,40,United-States,rejected
male,31,HS-grad,40,United-States,rejected
male,39,HS-grad,45,United-States,rejected
female,21,Some-college,40,United-States,rejected
male,31,Bachelors,97,United-States,approved
male,51,Bachelors,55,United-States,approved
male,73,7th-8th,99,United-States,approved
female,33,11th,20,United-States,rejected
male,37,HS-grad,80,United-States,approved
female,71,Some-college,60,United-States,rejected
female,42,Some-college,38,United-States,rejected
female,19,11th,35,United-States,rejected
female,21,HS-grad,40,United-States,rejected
female,53,Some-college,40,United-States,rejected
male,48,HS-grad,40,United-States,rejected
male,53,7th-8th,40,Vietnam,rejected
male,33,Assoc-voc,55,United-States,approved
female,62,10th,40,United-States,rejected
female,49,HS-grad,55,United-States,rejected
female,32,Masters,20,United-States,rejected
female,46,Bachelors,40,United-States,approved
female,34,Some-college,35,United-States,rejected
male,43,Some-college,40,Jamaica,approved
male,44,Some-college,50,United-States,rejected
male,39,HS-grad,40,United-States,rejected
female,17,12th,16,United-States,rejected
male,46,HS-grad,65,United-States,rejected
male,48,Bachelors,40,United-States,approved
male,29,Masters,40,United-States,approved
female,20,Some-college,30,United-States,rejected
female,63,Bachelors,40,United-States,rejected
male,32,10th,40,United-States,rejected
male,24,Bachelors,55,United-States,rejected
male,47,HS-grad,40,United-States,rejected
male,49,Bachelors,40,United-States,rejected
female,26,Assoc-voc,45,United-States,rejected
female,53,HS-grad,30,United-States,rejected
male,27,Masters,40,United-States,rejected
male,57,Prof-school,35,United-States,approved
male,64,HS-grad,60,Philippines,approved
female,58,Some-college,39,United-States,rejected
male,24,HS-grad,40,United-States,rejected
male,39,Assoc-voc,40,Philippines,rejected
male,35,HS-grad,40,United-States,rejected
female,19,HS-grad,40,United-States,rejected
male,55,Bachelors,40,United-States,rejected
male,46,Prof-school,60,United-States,approved
male,52,Some-college,40,United-States,approved
female,36,Bachelors,45,United-States,approved
female,75,HS-grad,20,United-States,rejected
female,38,Masters,40,United-States,rejected
male,31,Bachelors,40,Yugoslavia,rejected
male,49,Bachelors,60,United-States,rejected
male,31,HS-grad,40,United-States,rejected
male,40,Some-college,40,United-States,rejected
male,35,Masters,45,Mexico,approved
female,44,HS-grad,40,United-States,rejected
female,75,1st-4th,16,United-States,rejected
female,32,10th,42,United-States,rejected
male,36,HS-grad,48,United-States,approved
male,62,Prof-school,15,United-States,approved
male,39,HS-grad,50,United-States,rejected
male,43,Some-college,50,United-States,approved
male,44,Assoc-acdm,40,United-States,rejected
male,30,Some-college,45,United-States,rejected
male,22,Some-college,40,United-States,rejected
female,40,HS-grad,24,United-States,approved
male,43,Bachelors,60,United-States,approved
male,59,HS-grad,40,United-States,approved
male,35,Some-college,46,United-States,rejected
male,48,Bachelors,50,United-States,approved
male,22,Assoc-voc,75,United-States,rejected
male,47,Bachelors,50,United-States,approved
male,52,10th,60,United-States,rejected
male,24,HS-grad,44,United-States,rejected
male,55,Some-college,40,United-States,rejected
male,42,HS-grad,40,United-States,rejected
male,45,Bachelors,40,United-States,rejected
male,23,Some-college,50,United-States,rejected
female,26,Some-college,25,United-States,rejected
male,26,12th,40,United-States,rejected
female,18,HS-grad,27,United-States,rejected
male,56,10th,40,United-States,rejected
female,23,Some-college,40,United-States,rejected
female,40,HS-grad,48,United-States,rejected
female,41,HS-grad,40,United-States,rejected
male,23,HS-grad,40,United-States,rejected
male,35,9th,46,United-States,rejected
male,38,Some-college,40,United-States,rejected
male,48,Some-college,30,United-States,rejected
male,39,Bachelors,50,United-States,approved
female,39,Assoc-acdm,45,United-States,approved
male,31,1st-4th,45,United-States,rejected
male,44,10th,40,United-States,approved
female,43,Some-college,55,United-States,approved
female,59,10th,40,United-States,rejected
male,45,Masters,40,United-States,rejected
male,55,Assoc-voc,40,United-States,rejected
male,35,HS-grad,40,United-States,rejected
male,40,10th,50,United-States,rejected
male,48,11th,40,Puerto-Rico,rejected
male,21,HS-grad,40,United-States,rejected
male,39,HS-grad,40,United-States,approved
female,29,10th,40,United-States,rejected
female,62,Some-college,40,United-States,rejected
male,56,Masters,40,United-States,approved
female,34,Some-college,40,United-States,rejected
male,38,HS-grad,40,United-States,rejected
female,51,Bachelors,40,United-States,approved
male,45,HS-grad,24,United-States,rejected
male,25,HS-grad,40,United-States,rejected
female,36,Some-college,40,United-States,rejected
female,45,Bachelors,46,United-States,rejected
male,32,Bachelors,55,United-States,rejected
male,34,HS-grad,80,United-States,rejected
female,71,Masters,15,Germany,rejected
male,47,HS-grad,40,United-States,approved
male,40,HS-grad,28,United-States,rejected
male,24,HS-grad,50,United-States,rejected
male,23,HS-grad,40,United-States,rejected
female,26,Some-college,35,United-States,rejected
male,51,Some-college,21,United-States,rejected
male,46,HS-grad,40,United-States,approved
female,38,Some-college,38,United-States,rejected
male,46,HS-grad,25,United-States,rejected
male,56,Some-college,48,United-States,rejected
male,51,Assoc-acdm,45,United-States,approved
male,46,Some-college,20,United-States,rejected
female,24,11th,40,United-States,rejected
male,44,Bachelors,40,United-States,rejected
male,42,HS-grad,50,United-States,approved
male,49,HS-grad,40,United-States,approved
male,35,HS-grad,50,United-States,rejected
male,21,HS-grad,65,United-States,rejected
male,35,Some-college,50,United-States,rejected
male,44,Some-college,50,United-States,rejected
female,48,Bachelors,40,Vietnam,rejected
male,36,HS-grad,30,United-States,rejected
female,27,Bachelors,37,United-States,rejected
male,25,HS-grad,28,United-States,rejected
male,43,Bachelors,50,United-States,rejected
male,25,Bachelors,40,Mexico,rejected
male,44,HS-grad,40,United-States,approved
female,37,HS-grad,40,United-States,rejected
male,66,HS-grad,40,United-States,rejected
male,31,Bachelors,40,United-States,approved
female,27,HS-grad,40,United-States,rejected
female,21,Some-college,8,United-States,rejected
female,48,Some-college,50,United-States,rejected
male,34,Bachelors,50,United-States,approved
male,52,HS-grad,40,United-States,rejected
male,30,Some-college,40,United-States,rejected
male,37,Some-college,50,United-States,approved
male,20,Some-college,25,United-States,rejected
male,35,Some-college,40,United-States,rejected
male,41,Some-college,40,United-States,rejected
female,24,HS-grad,40,United-States,rejected
female,36,HS-grad,32,United-States,rejected
male,24,HS-grad,40,United-States,rejected
male,32,Bachelors,50,United-States,approved
male,47,Bachelors,51,United-States,approved
male,58,Masters,30,United-States,approved
male,34,HS-grad,50,United-States,approved
female,53,Some-college,60,United-States,rejected
male,31,HS-grad,18,United-States,rejected
male,37,Bachelors,15,United-States,rejected
female,55,HS-grad,30,United-States,approved
male,53,HS-grad,40,United-States,rejected
male,37,Some-college,55,United-States,approved
female,19,Some-college,35,United-States,rejected
male,36,HS-grad,70,United-States,approved
male,49,10th,42,United-States,approved
male,48,Masters,40,United-States,approved
female,26,Bachelors,20,United-States,rejected
male,48,Bachelors,70,United-States,approved
male,23,HS-grad,38,United-States,rejected
male,27,Some-college,40,Cambodia,approved
male,20,Some-college,20,United-States,rejected
male,18,11th,20,United-States,rejected
female,61,HS-grad,40,United-States,rejected
male,46,Masters,40,United-States,approved
male,45,Bachelors,40,India,approved
male,39,7th-8th,40,United-States,rejected
male,23,Some-college,20,United-States,rejected
female,62,Bachelors,30,United-States,approved
male,39,Some-college,45,United-States,approved
female,19,Some-college,27,United-States,rejected
male,43,HS-grad,55,United-States,rejected
female,47,HS-grad,45,United-States,rejected
male,24,Assoc-voc,20,United-States,rejected
male,61,Some-college,40,United-States,rejected
male,42,Masters,40,United-States,approved
male,37,Bachelors,45,United-States,approved
male,46,Some-college,50,United-States,approved
female,51,HS-grad,40,United-States,rejected
male,33,HS-grad,40,United-States,rejected
female,25,Bachelors,35,United-States,rejected
female,17,11th,9,United-States,rejected
male,49,HS-grad,45,United-States,approved
female,33,HS-grad,35,United-States,rejected
male,31,Prof-school,25,United-States,approved
male,35,Some-college,30,United-States,rejected
male,29,Masters,40,Japan,rejected
male,32,Some-college,16,United-States,rejected
male,42,Masters,45,United-States,rejected
female,23,Bachelors,5,United-States,rejected
male,32,7th-8th,19,United-States,rejected
female,43,HS-grad,40,South,rejected
male,60,HS-grad,40,United-States,approved
female,33,Some-college,40,United-States,rejected
male,38,Assoc-voc,40,United-States,approved
female,53,Masters,50,United-States,rejected
male,30,HS-grad,30,United-States,rejected
male,41,Bachelors,50,United-States,approved
male,42,HS-grad,48,United-States,rejected
male,32,Masters,40,United-States,rejected
male,50,Bachelors,40,United-States,rejected
female,31,Bachelors,40,United-States,rejected
male,44,Some-college,60,United-States,rejected
male,40,Some-college,50,United-States,approved
male,29,Bachelors,40,United-States,approved
female,47,HS-grad,35,United-States,rejected
female,22,Bachelors,30,United-States,rejected
male,47,HS-grad,45,United-States,approved
female,58,Masters,24,United-States,approved
female,51,Some-college,40,United-States,rejected
female,48,Some-college,38,United-States,rejected
male,67,Prof-school,48,United-States,approved
male,36,11th,40,United-States,rejected
male,45,Some-college,48,United-States,rejected
